title,cast
Incendies," Mustafa Kamel
, Hussein Sami
, Rémy Girard
, Mélissa Désormeaux-Poulin
, Maxim Gaudette
, Dominique Briand
, Lubna Azabal
, Frédéric Paquet
, Hamed Najem
, Ahmad Massad
, Bader Alami
, Majida Hussein
, Asriah Nijres
, John Dunn-Hill
, Nadia Essadiqi
, Chaouki Charbel
, Axel Garbi
, Amine Benzenine
, Joyce Raie
, Celine Soulier
, Sumaya Al-Attia
, Mohammad Rasheed Ajlouni
, Nabil Koni
, Laila Qutub
, Raja'a Hikma
, Rand Faris
, Hayef Majeed Mubarak
, Sulwan Daoud
, Nafeh Niam
, Widad Shafago
, Baker Kabbani
, Basel Karim Hazem
, Jackie Sawiris
, Noura Waleed
, Kamal Fanni
, Abdallah Hweidi
, Firas Fanni
, Ramzi Fanni
, Fadel Abdel Latif
, Ali Hussein
, Zeinab Mohammad
, Rehab Hazim
, Baraka Rahmani
, Yada Mahmoud
, Hadeel Hisham
, Hind Kamel
, Rasmeyeh Leftey
, Lara Atalla
, Sajida Hussein
, Raya Qaraein
, Ahmad Srour
, Ali Elayan
, Anton Atalla
, Karim Shiyab
, Kamal Al Muhaisen
, Marwan Dudin
, Maria Mohammedi
, Zalfa Chelhot
, Michael Zananiri
, Shadi Bishara Jou'aneh
, Robert Auclair
, Belkacem Lahbairi
, Nabil Sawalha
, Camille Rizkallah
, Abdelghani Ben Rafalia
, Abdelghafour Elaaziz
, Baya Belal
, Georges Khayat
, Allen Altman
, Christine Aubin Khalifah
, Mohammad Sami
, Sam Jamal
, Jihad Hazem
, Ram Qabil
, Yousef Soufan
, Yousef Shweihat
, Jabar Risheq
, Karim Babin
, Adel Ladikani
, Mher Karakashian
, Mohamed Majd
, Aladeen Tawfeek
, Sam Chamas
"
Taxi Driver," Diahnne Abbott
, Frank Adu
, Victor Argo
, Gino Ardito
, Garth Avery
, Peter Boyle
, Albert Brooks
, Harry Cohn
, Copper Cunningham
, Robert De Niro
, Brenda Dickson
, Harry Fischler
, Jodie Foster
, Nat Grant
, Leonard Harris
, Richard Higgs
, Beau Kayser
, Harvey Keitel
, Victor Magnotta
, Bob Maroff
, Norman Matlock
, Bill Minkin
, Murray Moston
, Harry Northup
, Gene Palma
, Harlan Cary Poe
, Steven Prince
, Peter Savage
, Martin Scorsese
, Cybill Shepherd
, Nicholas Shields
, Ralph S. Singleton
, Joe Spinell
, Maria Turner
, Robin Utt
, Tommy Ardolino
, Joseph Bergmann
, Robert P. Cohen
, David Daniel
, William Donovan
, Jean Elliott
, Annie Gagen
, Trent Gough
, Carson Grant
, Mary-Pat Green
, Robert John Keiber
, James Mapes
, Debbi Morgan
, David Nichols
, Antone Pagán
, Billie Perkins
, Michael Phillips
, Catherine Scorsese
, Charles Scorsese
, Frankie Verroca
"
1917," Dean-Charles Chapman
, George MacKay
, Daniel Mays
, Colin Firth
, Pip Carter
, Andy Apollo
, Paul Tinto
, Josef Davies
, Billy Postlethwaite
, Gabriel Akuwudike
, Andrew Scott
, Spike Leighton
, Robert Maaser
, Gerran Howell
, Adam Hugill
, Mark Strong
, Richard McCabe
, Benjamin Adams
, Anson Boon
, Kenny Fullwood
, Tommy French
, Nabhaan Rizwan
, Ryan Nolan
, Elliot Baxter
, Bogdan Kumshatsky
, Kye Mckee
, Claire Duburcq
, Ivy-l Macnamara
, Merlin Leonhardt
, Taddeo Kufus
, Jos Slovick
, Luke Hornsby
, Jack Shalloo
, Elliot Edusah
, Chris Walley
, Joe Mendes
, Jacob James Beswick
, Michael Jibson
, Ian Wilson
, Bradley Connor
, Justin Edwards
, John Hollingworth
, Jamie Parker
, Daniel Attwell
, Samson Cox-Vinell
, Jonny Lavelle
, Michael Rouse
, Benedict Cumberbatch
, Adrian Scarborough
, Richard Dempsey
, Phil Cheadle
, Jonah Russell
, Richard Madden
, Charles Alexandre
, Spencer Allum
, Kaine Applegate
, Anj Avraam
, Owun Birkett
, Fabio Bocca
, Jake Burnside
, Ewan Callaway
, Jason Churchill
, Harrison Cope
, Richard Curtis
, Luke Dixey
, Tom Dunham
, Kieran Geary
, George Graham
, Joseph Aston Grant
, Scott Harrington
, Sammy Jonas Heaney
, Martyn Hillyard
, Mikel Iriarte
, Robin Lee
, Ibrahim Majid
, Ketan Majmudar
, Seb Mayo
, Michael McKinley
, Joseph Mills
, Michael Mortimer
, Callum Needham
, Mark Oldridge
, Cj Pallister
, Richard Price
, Jamie Read
, Josh Sanders
, Chris Sansom
, Mark Schneider
, Will Sharp
, Oliver Simms
, Daniel Smales
, Scott Stevenson
, Richard Townsley
, James Troake
, Josh Turner
, Patrick Walsh
, James Willmott
, Fraser Young
"
Scarface," Al Pacino
, Steven Bauer
, Michelle Pfeiffer
, Mary Elizabeth Mastrantonio
, Robert Loggia
, Miriam Colon
, F. Murray Abraham
, Paul Shenar
, Harris Yulin
, Ángel Salazar
, Arnaldo Santana
, Pepe Serna
, Michael P. Moran
, Al Israel
, Dennis Holahan
, Mark Margolis
, Michael Alldredge
, Ted Beniades
, Richard Belzer
, Paul Espel
, John Brandon
, Tony Perez
, Garnett Smith
, Loren Almaguer
, Gil Barreto
, Heather Benna
, Sue Bowser
, Tina Leigh Cameron
, Victor Campos
, Robert Hammer Cannerday
, Rene Carrasco
, Albert Carrier
, John Carter
, Richard Caselnova
, Gary Carlos Cervantes
, Carlos Cestero
, Johnny Contardo
, Roberto Contreras
, Caesar Cordova
, Gregory Cruz
, Dante D'Andre
, Richard Delmonte
, Wayne Doba
, Michel François
, Ben Frommer
, Edward R. Frommer
, John Gamble
, Troy Isaacs
, Ronald G. Joseph
, Mario Machado
, Joe Marmo
, Ray Martel
, John McCann
, Richard Mendez
, Victor Millan
, Santos Morales
, Mike Moroff
, Angela Nisi
, Manuel Padilla Jr.
, Tony Pann
, Ilka Tanya Payán
, Barbra Perez
, Michael Rougas
, Anthony Saenz
, Geno Silva
, Arnold Tafolla
, Charles A. Tamburro
, Jim Towers
, Robert Vandenberg
, Bob Yanez
, Angela Aames
, Nancy Lee Andrews
, Dona Baldwin
, Lee Benton
, Cynthia Burr
, Lana Clarkson
, Karen Criswell
, Margo Kelly
, Ava Lazar
, Emilia Crow
, Marii Mak
, Shelley Taylor Morgan
, Catharine Richardson
, Pat Simmons
, Terri Taylor
, Charlie Adiano
, Lisa Katz
, Jeanette Linne
, Margaret Michaels
, Rhonda Sandberg
, Katt Shea
, Marcia Wolf
, Fidel Castro
, Barclay DeVeau
, Charles Durning
, Dennis Franz
, Linda Gillen
, Raven Grey Eagle
, Bob Harks
, Gregg Henry
, Kevyn Major Howard
, Richard Jasen
, Henry Kingi
, Tammy Lynn Leppert
, Gigi Martone
, Brett Ratner
, Randall Rutledge
, Marcus Shirock
, Jimmy Star
, Max Wasa
"
A Clockwork Orange," Malcolm McDowell
, Patrick Magee
, Michael Bates
, Warren Clarke
, John Clive
, Adrienne Corri
, Carl Duering
, Paul Farrell
, Clive Francis
, Michael Gover
, Miriam Karlin
, James Marcus
, Aubrey Morris
, Godfrey Quigley
, Sheila Raynor
, Madge Ryan
, John Savident
, Anthony Sharp
, Philip Stone
, Pauline Taylor
, Margaret Tyzack
, Steven Berkoff
, Lindsay Campbell
, Michael Tarn
, David Prowse
, Barrie Cookson
, Jan Adair
, Gaye Brown
, Peter Burton
, John J. Carney
, Vivienne Chandler
, Richard Connaught
, Prudence Drage
, Carol Drinkwater
, Lee Fox
, Cheryl Grunwald
, Gillian Hills
, Craig Hunter
, Shirley Jaffe
, Virginia Wetherell
, Neil Wilson
, Katya Wyeth
, Frankie Abbott
, Jack Arrow
, Joe Bartlett
, Roy Beck
, Robert Bruce
, Maurice Bush
, Steadman Clark
, George Coulouris
, Jeremy Curry
, David Dawkins
, Barbie Denham
, Andros Epaminondas
, Helen Ford
, Norman Gay
, Dr. Gundry
, Peter Hannon
, Alan Harris
, Margaret Heald
, Nicholas Hill
, Heinrich Himmler
, Adolf Hitler
, Fred Hugh
, Harry Hutchinson
, Katharina Kubrick
, Viktor Lutze
, Olive Mercer
, Leslie Nye
, Glenys O'Brien
, George O'Gorman
, Nat Pearn
, Chalmers Peddie
, Rex Rashley
, Fred Real
, Pat Roach
, Henry Robert
, Billy Russell
, Winifred Sabine
, Len Saunders
, Barbara Scott
, Shane Shelton
, George Spence
, Guy Standeven
, Tom Sye
, Arthur Tatler
, Alec Wallis
, Sister Watkins
"
North by Northwest," Cary Grant
, Eva Marie Saint
, James Mason
, Jessie Royce Landis
, Leo G. Carroll
, Josephine Hutchinson
, Philip Ober
, Martin Landau
, Adam Williams
, Edward Platt
, Robert Ellenstein
, Les Tremayne
, Philip Coolidge
, Patrick McVey
, Edward Binns
, Ken Lynch
, Stanley Adams
, John Alban
, Andy Albin
, John Albright
, Anne Anderson
, Don Anderson
, Ernest Anderson
, Malcolm Atterbury
, Tol Avery
, Sam Bagley
, Rama Bai
, Frank Baker
, Baynes Barron
, Brandon Beach
, John Beradino
, Sara Berner
, Audrey Betz
, Stephen Bolster
, Boyd Cabeen
, Roger C. Carmel
, Steve Carruthers
, Gordon Carveth
, Taggart Casey
, Bill Catching
, Bob Coe
, David A. Cox
, Walter Coy
, Jimmy Cross
, Lucille Curtis
, Patricia Cutts
, Jack Daly
, John Damler
, Lawrence Dobkin
, Dan Dowling
, Ken DuMain
, Daniel Elam
, Tommy Farrell
, Jesslyn Fax
, Adolph Faylauer
, Bess Flowers
, Josephine Forsberg
, Sally Fraser
, Paul Genge
, Kenneth Gibson
, Ned Glass
, James Gonzalez
, Tom Greenway
, Robert Haines
, Stuart Hall
, Len Hendry
, Alfred Hitchcock
, Stuart Holmes
, Hideo Inamura
, Eugene Jackson
, Bobby Johnson
, Dick Johnstone
, Sid Kane
, Kenner G. Kemp
, Madge Kennedy
, Colin Kenny
, Doreen Lang
, Perk Lazelle
, Larry Leverett
, Carl M. Leviness
, Caryl Lincoln
, Alexander Lockwood
, Leota Lorraine
, Frank Marlowe
, Nora Marlowe
, Tom Marshall
, Thomas Martin
, James McCallion
, Maura McGiveney
, Carl Milletaire
, Hans Moebus
, Howard Negley
, Monty O'Grady
, Henry O'Neill
, John Pedrini
, Murray Pollack
, Charles Postal
, Maudie Prickett
, Hugh Pryor
, Anthony Redondo
, Ralph Reed
, Greg Rhinelander
, Lili Rosson
, John Roy
, Cosmo Sardo
, Jeffrey Sayre
, Scott Seaton
, Harry Seymour
, Robert Shayne
, Larry Sherman
, Ami Silvestre
, Doris Singh
, Jeremy Slate
, Olan Soule
, Bert Spencer
, Helen Spring
, Harvey Stephens
, Bert Stevens
, Harry Strang
, Robert Strong
, Joe Szorentini
, Paul Togawa
, Arthur Tovey
, Dale Van Sickel
, Ray Weaver
, Susan Whitney
, Luree Wiese
, Frank Wilcox
, Lloyd Williams
, Robert B. Williams
, Paula Winslowe
, Wilson Wood
, Carleton Young
, Ernesto Zambrano
"
Snatch," Benicio Del Toro
, Dennis Farina
, Vinnie Jones
, Brad Pitt
, Rade Serbedzija
, Jason Statham
, Alan Ford
, Mike Reid
, Robbie Gee
, Lennie James
, Ewen Bremner
, Jason Flemyng
, Ade
, William Beck
, Andy Beckwith
, Jason Buckham
, Mickey Cantwell
, Nicola Collins
, Teena Collins
, Charles Cork
, James Cunningham
, Sorcha Cusack
, Mickey Dee
, Sam Douglas
, Adam Fogerty
, Goldie
, Stephen Graham
, Sid Hoare
, Ronald Isaac
, Chuck Julian
, Dave Legeno
, Eric Meyers
, Jason Ninh Cao
, Paul O'Boyle
, Jimmy Roussounis
, Sidney Sedin
, Trevor Steedman
, Yuri Stepanov
, Peter Szakacs
, John Taheny
, Mick Theo
, Andy Till
, Velibor Topic
, Scott Welch
, Michael Hughes
, Liam McMahon
, James Warren
, Austin Drage
, Liam Donaghy
, Joe Williams
, John Farnell
, Shaun Pearson
, Dean Smith
, Roy Snell
, Tim Faraday
, Andrew Shield
, Alex Andreas
, Dian Bachar
, Dean Batchelor
, Matthew Burlem
, Sol Campbell
, Elwin 'Chopper' David
, Tom Delmar
, Christopher Fosh
, John Hathaway
, Stanley McBean
, Arnold Montey
, Tim Packham
, Guy Ritchie
, Peter Rnic
, Andy Skinner
, Kriss Sprules
, Tony Tang
"
Ikiru," Takashi Shimura
, Shin'ichi Himori
, Haruo Tanaka
, Minoru Chiaki
, Miki Odagiri
, Bokuzen Hidari
, Minosuke Yamada
, Kamatari Fujiwara
, Makoto Kobori
, Nobuo Kaneko
, Nobuo Nakamura
, Atsushi Watanabe
, Isao Kimura
, Masao Shimizu
, Yûnosuke Itô
, Kumeko Urabe
, Eiko Miyoshi
, Noriko Honma
, Yatsuko Tan'ami
, Kin Sugai
, Yoshie Minami
, Kyôko Seki
, Kusuo Abe
, Tomo'o Nagai
, Seiji Miyaguchi
, Daisuke Katô
, Hiroshi Hayashi
, Fuyuki Murakami
, Hirayoshi Aono
, Toranosuke Ogawa
, Taizô Fukami
, Katao Kawasaki
, Keiichirô Katsumoto
, Fujio Nagahama
, Akira Sera
, Ichirô Chiba
, Akira Tani
, Yôyô Kojima
, Haruko Toyama
, Mie Asô
, Toshiyuki Ichimura
, Harue Kuramoto
, Rasa Saya
, Shigeo Katô
, Junpei Natsuki
, Sachio Sakai
"
Come and See," Aleksey Kravchenko
, Olga Mironova
, Liubomiras Laucevicius
, Vladas Bagdonas
, Jüri Lumiste
, Viktors Lorencs
, Kazimir Rabetsky
, Evgeniy Tilicheev
, G. Velts
, V. Vasilyev
, Aleksandr Berda
, Vasiliy Domrachyov
, Nina Evdokimova
, Igor Gnevashev
, Adolf Hitler
, Valery Kravchenko
, Evgeniy Kryzhanovskiy
, N. Lisichenok
, Viktor Manaev
, Gennadiy Matytsky
, Takhir Matyullin
, Pyotr Merkurev
, Valentin Mishatkin
, Yevgeniya Polyakova
, Aleksandra Ravenskikh
, Oleg Shapko
, Tatyana Shestakova
, Anatoly Slivnikov
, Aleksandr Solopov
, Georgiy Strokov
, G. Yelkin
, Igor Bezyayev
, Yakov Ovchukov-Suvorov
, Svetlana Zelenkovskaya
"
Full Metal Jacket," Matthew Modine
, Adam Baldwin
, Vincent D'Onofrio
, R. Lee Ermey
, Dorian Harewood
, Kevyn Major Howard
, Arliss Howard
, Ed O'Ross
, John Terry
, Kieron Jecchinis
, Kirk Taylor
, Tim Colceri
, Jon Stafford
, Bruce Boa
, Ian Tyler
, Sal Lopez
, Gary Landon Mills
, Papillon Soo
, Peter Edmund
, Ngoc Le
, Leanne Hong
, Tan Hung Francione
, Marcus D'Amico
, Costas Dino Chimona
, Gil Kopel
, Keith Hodiak
, Peter Merrill
, Herbert Norville
, Nguyen Hue Phong
, Duc Hu Ta
, Martin Adams
, Kevin Albridge
, Del Anderson
, Philip Bailey
, Louis Barlotti
, John Beddows
, Patrick Benn
, Steve Boucher
, Adrian Bush
, Tony Carey
, Gary Cheeseman
, Wayne Clark
, Chris Cornibert
, Danny Cornibert
, John Curtis
, John Davis
, Harry Davies
, Kevin Day
, Gordon Duncan
, Phil Elmer
, Colin Elvis
, Hadrian Follett
, Sean Frank
, David George
, Laurie Gomes
, Brian Goodwin
, Nigel Goulding
, Tony Hague
, Steve Hands
, Chris Harris
, Robert E. Hartenberger
, Derek Hart
, Barry Hayes
, Tony Hayes
, Robin Hedgeland
, Duncan Henry
, Kenneth Head
, Liam Hogan
, Trevor Hogan
, Luke Hogdal
, Steve Hudson
, Tony Howard
, Sean Lamming
, Dan Landin
, Tony Leete
, Nigel Lough
, Terry Lowe
, Frank McCardle
, Gary Meyer
, Brett Middleton
, David Milner
, Sean Minmagh
, Tony Minmagh
, John Morrison
, Russell Mott
, John Ness
, Robert Nichols
, David Parry
, Peter Rommely
, Pat Sands
, Jim Sarup
, Chris Maybach
, Al Simpson
, Russell Slater
, Gary Smith
, Roger Smith
, Tony Smith
, Anthony Styliano
, Bill Thompson
, Mike Turjansky
, Dan Weldon
, Dennis Wells
, Michael Anthony Williams
, John Wilson
, John Wonderling
, Stanley Kubrick
, Vivian Kubrick
, David Palffy
, Ken Shane
, John Ward
"
Bicycle Thieves," Lamberto Maggiorani
, Enzo Staiola
, Lianella Carell
, Elena Altieri
, Gino Saltamerenda
, Giulio Chiari
, Vittorio Antonucci
, Michele Sakara
, Fausto Guerzoni
, Emma Druetti
, Carlo Jachino
, Giulio Battiferri
, Ida Bracci Dorati
, Nando Bruno
, Eolo Capritti
, Memmo Carotenuto
, Giovanni Corporale
, Piero Heliczer
, Sergio Leone
, Mario Meniconi
, Massimo Randisi
, Checco Rissone
, Peppino Spadaro
, Umberto Spadaro
"
The Kid," Carl Miller
, Edna Purviance
, Jackie Coogan
, Charles Chaplin
, Albert Austin
, Beulah Bains
, Nellie Bly Baker
, Henry Bergman
, Edward Biby
, B.F. Blinn
, Kitty Bradbury
, Frank Campeau
, Bliss Chevalier
, Frances Cochran
, Elsie Codd
, Jack Coogan Sr.
, Estelle Cook
, Lillian Crane
, Philip D'Oench
, Dan Dillon
, Robert Dunbar
, Florette Faulkner
, Rupert Franklin
, Sadie Gordon
, Lita Grey
, Frank Hale
, Martha Hall
, Jules Hanft
, Louise Hathaway
, Silas Hathaway
, Flora Howard
, Ed Hunt
, Lulu Jenks
, Irene Jennings
, Kathleen Kay
, Grace Keller
, Sarah Kernan
, Raymond Lee
, Walter Lynch
, V. Madison
, Clyde McAtee
, Michael J. McCarthy
, John McKinnon
, Ethel O'Neil
, Lew Parker
, Charles I. Pierce
, Laura Pollard
, Evans Quirk
, Esther Ralston
, Granville Redmond
, Charles Reisner
, Henry Roser
, J.B. Russell
, George V. Sheldon
, Edgar Sherrod
, Elsie Sindora
, Minnie Stearns
, Arthur Thalasso
, Edith Valk
, Mother Vinot
, May White
, S.D. Wilcox
, Baby Wilson
, Tom Wilson
, Amanda Yanez
, Baby Yanez
, Elsie Young
"
Singin' in the Rain," Gene Kelly
, Donald O'Connor
, Debbie Reynolds
, Jean Hagen
, Millard Mitchell
, Cyd Charisse
, Douglas Fowley
, Rita Moreno
, Dawn Addams
, John Albright
, Betty Allen
, Sue Allen
, John Angelo
, Marie Ardell
, Bette Arlen
, David Bair
, Jimmy Bates
, Mary Bayless
, Marcella Becker
, Margaret Bert
, Madge Blake
, Lulu Mae Bohrman
, Gail Bonney
, Chet Brandenburg
, Tex Brodus
, Barbara Carroll
, Gwen Carter
, Bill Chatham
, Lyle Clark
, Mae Clarke
, Dorinda Clifton
, Harry Cody
, Chick Collins
, Pat Conway
, Jeanne Coyne
, Ruby C. Currie
, Fred Datig Jr.
, Bert Davidson
, Robert Dayo
, Gloria Dea
, Patricia Denise
, Harry Denny
, Kay Deslys
, John Dodsworth
, King Donovan
, Michael Dugan
, Phil Dunham
, Helen Eby-Rock
, Marietta Elliott
, Richard Emory
, Betty Erbes
, Charles Evans
, Luigi Faccuito
, Tommy Farrell
, Don Fields
, Ernie Flatt
, Bess Flowers
, George Ford
, Robert Fortier
, Dan Foster
, Robert Foulk
, Clair Freeman
, Kathleen Freeman
, Lance Fuller
, Doris Fulton
, Jeanne Gail
, Glen Gallagher
, Jon Gardner
, Diane Garrett
, Jack George
, John George
, Kenneth Gibson
, Shirley Glickman
, Mickey Golden
, Inez Gorman
, A. Cameron Grant
, Beatrice Gray
, Marion Gray
, Robert Haines
, William Hamel
, Betty Hannon
, Sam Harris
, Jean Harrison
, Timmy Hawkins
, Jack Hendricks
, Lars Hensen
, Dean Henson
, Jean Heremans
, Stuart Holmes
, Joyce Horne
, Don Hulbert
, Frank Hyers
, Patricia Jackson
, Ivor James
, Morgan Jones
, David Kasday
, Jan Kayne
, Jimmy Kelly
, Kenner G. Kemp
, Mike Lally
, Judy Landon
, Joi Lansing
, Janet Lavis
, Virginia Lee
, Meredith Leeds
, William F. Leicester
, Peggy Leon
, Diki Lerner
, Bill Lewin
, Sylvia Lewis
, King Lockwood
, John Logan
, Leon Lontoc
, Shirley Lopez
, Leota Lorraine
, Joan Maloney
, Paul Maxey
, Dorothy McCarty
, Ann McCrea
, Philo McCullough
, Johnny McGovern
, Joseph Mell
, Sheila Meyers
, Wade Miller
, Carl Milletaire
, Gloria Moore
, Marilyn Moore
, Forbes Murray
, Peggy Murray
, Sally Musick
, Anne Neyland
, Ruth Packard
, Dorothy Patrick
, Allen Pinson
, 'Snub' Pollard
, Angi O. Poulos
, George Reeder
, Charles Regan
, Shirley Jean Rickert
, Joanne Rio
, Joel Robinson
, Joette Robinson
, Tony Rocke
, Victor Romito
, Dennis Ross
, Paul Salata
, Cosmo Sardo
, Audrey Saunders
, Russell Saunders
, William Schallert
, Phil Schumacher
, Betty Scott
, David Sharpe
, Bert Spencer
, Elaine Stewart
, Ben Strobach
, Brick Sullivan
, Allen Sutherland
, Julius Tannen
, Harry Tenbrook
, Beverly Thomas
, Beverly Thompson
, Jimmy Thompson
, Dee Turnell
, Lana Turner
, Dorothy Tuttle
, Tyra Vaughn
, Pat Walker
, Tommy Walker
, Audrey Washburn
, Bobby Watson
, Camille Williams
, Chalky Williams
, Robert B. Williams
, Wilson Wood
, Adam York
, Norma Zimmer
"
Dangal," Aamir Khan
, Fatima Sana Shaikh
, Sanya Malhotra
, Sakshi Tanwar
, Aparshakti Khurana
, Zaira Wasim
, Suhani Bhatnagar
, Ritvik Sahore
, Girish Kulkarni
, Ravi Aneja
, Anurag Arora
, Mahesh Balraj
, Vivan Bhatena
, Anmol Charan
, Karamveer Choudhary
, Ishika Gagneja
, Badrul Islam
, Jagbir
, Olamilekan Akanbi Jason
, Vaishnavi Kadam
, Hafiz Khan
, Sumit Khanna
, Meenu Prajapati
, Ansh Rathore
, Shishir Sharma
, Shivam Sharma
, Gurpreet Toti
"
Citizen Kane," Joseph Cotten
, Dorothy Comingore
, Agnes Moorehead
, Ruth Warrick
, Ray Collins
, Erskine Sanford
, Everett Sloane
, William Alland
, Paul Stewart
, George Coulouris
, Fortunio Bonanova
, Gus Schilling
, Philip Van Zandt
, Georgia Backus
, Harry Shannon
, Sonny Bupp
, Buddy Swan
, Orson Welles
, Don Ackerman
, Loretta Agar
, John Alban
, Demetrius Alexis
, Peter Allen
, William Alston
, Baudelio Alva
, T. Lockwood Arbright
, Sam Ash
, Michael Audley
, Walter Bacon
, Harry A. Bailey
, Richard Barr
, Alva Baudena
, Brandon Beach
, Charles Bennett
, Joan Blair
, William A. Boardway
, Danny Borzage
, Robert Brent
, James Brought
, Morgan Brown
, Harry Burkhardt
, William Calkins
, Porter Chase
, Gene Chervow
, J.J. Clark
, Dorothy Cleveland
, Edmund Cobb
, Eddie Coke
, Nat 'King' Cole
, Tom Coleman
, Gene Coogan
, Sally Corner
, Gino Corrado
, Herbert Corthell
, Maurice Costello
, Irene Crosby
, Charles Cross
, Thomas A. Curran
, Louise Currie
, Jack Curtis
, Ed Dahlen
, Ernie Daniels
, Coy Danz
, Margaret Davis
, Tim Davis
, Dona Dax
, Marie Day
, Petra R. de Silva
, Gayle DeCamp
, Frances Deets
, Carl Deloro
, George DeNormand
, Eddie Dew
, John Dilson
, Robert Dudley
, Lou Duello
, Suzanne Dulier
, Art Dupuis
, Pauline Easterday
, Al Eben
, Johnny Eckert
, Jack Egan
, Carl Ekberg
, Richard Elmore
, Edith Evanson
, Carl Faulkner
, Juanita Fields
, Bess Flowers
, Jack Floyd
, Ray Flynn
, Monty Ford
, Jean Forward
, Olin Francis
, Louise Franklin
, Al Frazier
, Guy Gada
, Gloria Gale
, Captain Garcia
, Jack Gargan
, Bud Geary
, Rudy Germane
, Bob Gladman
, Renee Godfrey
, Jerry Gordon
, Peter Gowland
, Jimmy Grant
, Jesse Graves
, Ernest Grooney
, Jack Gwynne
, Robert Haines
, Frank Haney
, Harry Harris
, Sam Harris
, Lew Harvey
, Henry Hebert
, Edward L. Hemmer
, Cliff Herd
, Bryan 'Slim' Hightower
, Harlan Hoagland
, John Huettner
, Mitchell Ingraham
, Jack Itay
, Jack Jahries
, Walter James
, George W. Jimenez
, CeePee Johnson
, Clayton Jones
, Edna Mae Jones
, Harry Jones
, Alexander Julian
, William Kane
, Arthur Kay
, Ivy Keene
, E. Kerry
, Milton Kibbee
, Laura Knight
, Alan Ladd
, Mike Lally
, Carmen Laroux
, Perc Launders
, Walter Lawrence
, Bob Lawson
, Bert LeBaron
, David Ledner
, Adam Linke
, J.D. Lockhart
, Mary Lorraine
, Ellen Lowe
, Ludwig Lowry
, Buck Mack
, James T. Mack
, Evelyn Mackert
, Teddy Mangean
, Herman J. Mankiewicz
, Jack Manolas
, Joe Manz
, Loretta Marsh
, Mickey Martin
, Clyde McAtee
, Major McBride
, Lee McCluskey
, John McCormack
, Frank McLure
, Charles Meakin
, Hercules Mendez
, Jim Merritt
, Buddy Messinger
, E.G. Miller
, Irving Mitchell
, Bert Moorhouse
, Philip Morris
, Jack Morton
, Louis Natheaux
, Frances E. Neal
, Lillian Nicholson
, Leda Nicova
, George Noisom
, Joseph North
, John Northpole
, Field Norton
, William H. O'Brien
, Arthur O'Connell
, Frank O'Connor
, Paddy O'Flynn
, Lillian O'Malley
, Edward Peil Jr.
, Gerald Pierce
, Thomas Pogue
, Russ Powell
, J.R. Ralston
, Terrance Ray
, Jack Raymond
, Alton Redd
, William Reed
, Guy Repp
, Jolane Reynolds
, Sam Rice
, Verne Richards
, Suzanne Ridgway
, Cyril Ring
, Myrtle Rishell
, Jack Robbins
, Don Roberts
, George Rogers
, Victor Romito
, Benny Rubin
, Shimen Ruskin
, Edward Ryan
, Jack Ryan
, Robert Samven
, Walter Sande
, Jack Santoro
, Francis Sayles
, Dick Scott
, Ruth Seeley
, George Sherwood
, Brent Shugar
, Bruce Sidney
, Guy Smith
, Roy Smith
, Vince Speaker
, George Sperry
, Sam Steele
, Tom Steele
, Ralph Stein
, Bert Stevens
, Landers Stevens
, Dimas Sutteno
, Jack Taylor
, Norman Taylor
, Bob Terry
, Karl Thomas
, Robert B. Tobin
, Gregg Toland
, Kathryn Trosper
, Fred Trowbridge
, Glen Turnbull
, Gohr Van Vleck
, Harry J. Vejar
, Tim Wallace
, Ken Weaver
, Charles West
, Larry Wheat
, Patrick Whitney
, Jan Wiley
, Bill Wilkens
, Larry Williams
, Tudor Williams
, Richard Wilson
, Vivian Wilson
, Roland Winters
, Vera Winters
, Arthur Yeoman
, Louis Young
"
